key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
AV. Prâjaçḱ.	AV. Prâjaçḱ.	1	0		pref_only	0	pwpref03.md:62	Prâjaçḱitta zum AV., Hdschr. (Roth).
Anukram. zu RV.	Anukram. zu RV.	1	0		pref_only	0	pwpref03.md:38	Anukramaṇikâ zu RV. im Comm. Sâjaṇa's.
Bhar. Nâṭjaç.	Bhar. Nâṭjaç.	1	0		pref_only	0	pwpref03.md:78	Bhâratîjanâṭjaçâstra am Schluss von Daçar. in der Bibl. ind.
Bhavishjott. P.	Bhavishjott. P.	1	0		pref_only	0	pwpref03.md:86	Bhavishjottarapurâṇa nach Citaten in andern Werken.
Bhoǵa-Pr.	Bhoǵa-Pr.	1	0		pref_only	0	pwpref03.md:90	Bhoǵaprabandha, Benares 1925 (Kern).
Bhoǵa-Ḱar.	Bhoǵa-Ḱar.	1	0		pref_only	0	pwpref03.md:88	Bhoǵakaritra, Madras 1862 (Stenzler).
Bhâshâp.	Bhâshâp.	1	0		pref_only	0	pwpref03.md:80	Bhâshâpariḱḱheda in der Bibl. ind.
Bîǵag.	Bîǵag.	1	0		pref_only	0	pwpref03.md:94	Bîǵaganita, Calcutta 1846 (Kern).
Divjâv.	Divjâv.	1	0		pref_only	0	pwpref03.md:180	Divjâvadâna, Hdschr. (Schiefner).
Gâbâlop.	Gâbâlop.	1	0		pref_only	0	pwpref03.md:182	Gâbâlopanishad in der Bibl. ind. (Geldner und Roth).
Harshaḱ.	Harshaḱ.	1	0		pref_only	0	pwpref04.md:30	Harshaḱarita, Calcutta 1876 (Kern).
Hâsj.	Hâsj.	1	0		pref_only	0	pwpref04.md:32	Hâsjârnava, Bombay 1757 und Hdschr. (Cappeller).
Jogas.	Jogas.	1	0		pref_only	0	pwpref04.md:56	Jogasûtra.
Kaush. Up.	Kaush. Up.	1	0		pref_only	0	pwpref04.md:104	Kaushîtakibrâhmanopanishad in der Bibl. ind.
Kaush. Âr.	Kaush. Âr.	1	0		pref_only	0	pwpref04.md:102	Kaushîtakâranjaka (Weber).
Kauç.	Kauç.	1	0		pref_only	0	pwpref04.md:98	Kauçika's Sûtra zum AV., Hdschrr. (Roth und Weber).
Kshitîç.	Kshitîç.	1	0		pref_only	0	pwpref04.md:120	Kshitiçavaṁçâvalîḱarita, Ausg. von Pertsch.
Kshurikop.	Kshurikop.	1	0		pref_only	0	pwpref04.md:122	Kshurikopanishad in der Bibl. ind.
Kuvalaj.	Kuvalaj.	1	0		pref_only	0	pwpref04.md:132	Kuvalajânanda, nach zwei lithogr. Ausgg.
Kâtj. Çr.	Kâtj. Çr.	1	0		pref_only	0	pwpref04.md:92	Kâtjâjana's Çrautasûtra, nach Weber's Index.
Kâvjapr.	Kâvjapr.	1	0		pref_only	0	pwpref04.md:108	Kâvjaprakâça, Calcutta 1866. Nach Ullâsa und Sûtra citirt, wenn nicht S. (Seite) und Z. (Zeile) hinzugefügt werden.
Kṛshis.	Kṛshis.	1	0		pref_only	0	pwpref04.md:118	Parâçara's Kṛshisaṁgraha, Calcutta 1862 (Roth).
Lâṭj.	Lâṭj.	1	0		pref_only	0	pwpref04.md:140	Lâṭjâjana's Çrautasûtra in der Bibl. ind.
Mahâvîraḱ.	Mahâvîraḱ.	1	0		pref_only	0	pwpref04.md:158	Mahâvîraḱarita, Ausg. von Trithen.
Mayr, Ind. Erb.	Mayr, Ind. Erb.	1	0		pref_only	0	pwpref04.md:182	Das indische Erbrecht von Aurel Mayr, Wien 1873.
Med. avj.	Med. avj.	1	0		pref_only	0	pwpref04.md:188	Avjajânekârthavarga am Ende des Medinîkoça.
Mâṇḍ. Çikshâ	Mâṇḍ. Çikshâ	1	0		pref_only	0	pwpref04.md:170	Mâṇḍûkî Çikshâ (Weber).
Mṛḱḱh.	Mṛḱḱh.	1	0		pref_only	0	pwpref04.md:196	Mṛḱḱhakaṭika, Ausg. von Stenzler. Comm. zu Mṛḱḱh. sind die Auszüge in den Anmerkungen zu meiner Uebersetzung dieses Schauspiels.
Naish.	Naish.	1	0		pref_only	0	pwpref04.md:202	Naishadhaḱarita.
Nîlak. mit einer Zahl	Nîlak. mit einer Zahl	1	0		pref_only	0	pwpref04.md:210	Nîl.
Pañḱat. ohne nähere Angabe	Pañḱat. ohne nähere Angabe	1	0		pref_only	0	pwpref05.md:20	Pañḱataṇtra, vollständige Ausg. von Kosegarten. Mit Beifügung von ed. Bomb. — die Ausg. von Bühler und Kielhorn.
Prajogar.	Prajogar.	1	0		pref_only	0	pwpref05.md:40	Nârâjaṇabhaṭṭa's Prajogaratna (Stenzler).
Praçnop.	Praçnop.	1	0		pref_only	0	pwpref05.md:36	Praçnopanishad in der Bibl. ind.
Prij.	Prij.	1	0		pref_only	0	pwpref05.md:46	Prijadarçikâ, Calcutta 1874 (Cappeller).
Prâjaçḱittat.	Prâjaçḱittat.	1	0		pref_only	0	pwpref05.md:38	Prâjaçḱittatattva (Roth).
Pushpas.	Pushpas.	1	0		pref_only	0	pwpref05.md:50	Pushpasûtra (Weber).
Shaḍv. Br.	Shaḍv. Br.	1	0		pref_only	0	pwpref05.md:96	Shaḍviṁçabrâhmaṇa (Weber).
Subhâshitar.	Subhâshitar.	1	0		pref_only	0	pwpref05.md:104	Subhâshitaratnâkara, Bombay 1872.
Suparṇ. und Suparṇâdhj.	Suparṇ. und Suparṇâdhj.	1	0		pref_only	0	pwpref05.md:108	Suparṇâdhjâja, herausg. von Elimar Grube in Ind. St. 14.
Suçr.	Suçr.	1	0		pref_only	0	pwpref05.md:106	Suçruta (Roth).
Sâṁkhjak.	Sâṁkhjak.	1	0		pref_only	0	pwpref05.md:80	Sâṁkhjakârikâ, Ausg. von Wilson.
Sûrjad.	Sûrjad.	1	0		pref_only	0	pwpref05.md:110	Sûrjadevajaǵvan (Kern).
Sûrjas.	Sûrjas.	1	0		pref_only	0	pwpref05.md:112	Sûrjasiddhânta in der Bibl. ind.
Uǵǵval.	Uǵǵval.	1	0		pref_only	0	pwpref05.md:136	Uǵǵvaladatta, Commentator der Uṇâdisûtra.
Vaidjabh.	Vaidjabh.	1	0		pref_only	0	pwpref05.md:146	Vaidjabhâshja (Roth).
Varâh. Lagu.	Varâh. Lagu.	1	0		pref_only	0	pwpref05.md:164	Varâhamihira's Laghuǵâtaka. Die zwei ersten Adhjâja herausgegeben von Weber in Ind. St. 2.
Vaṁçabr.	Vaṁçabr.	1	0		pref_only	0	pwpref05.md:156	Vaṁçabrâhmaṇa, Ausg. von Burnell (Roth).
Vikramâñḱaḱ.	Vikramâñḱaḱ.	1	0		pref_only	0	pwpref05.md:184	Vikramâñḱadevaḱarita, Ausg. von Bühler.
Vishṇus.	Vishṇus.	1	0		pref_only	0	pwpref05.md:186	Vishṇusûtra, zur Herausgabe vorbereitet von J. Jolly (Jolly).
Vâju-P.	Vâju-P.	1	0		pref_only	0	pwpref05.md:150	Vâjupurâṇa, nach Citaten in andern Werken.
Weber, Kṛshṇaǵ.	Weber, Kṛshṇaǵ.	1	0		pref_only	0	pwpref05.md:198	Weber, Ueber die Kṛshṇaǵanmâshṭamî. Berlin 1868.
Ârjabh.	Ârjabh.	1	0		pref_only	0	pwpref03.md:44	Ârjabhaṭa, Ausg. von Kern (Kern).
Ârsh. Br.	Ârsh. Br.	1	0		pref_only	0	pwpref03.md:48	Ârshejabrâhmaṇa, Ausg. von Burnell.
Âçv. Gṛhj.	Âçv. Gṛhj.	1	0		pref_only	0	pwpref03.md:18	Âçvalâjana's Gṛhjasûtra; Ausg. von Stenzler.
Âçv. Gṛhj. Pariç.	Âçv. Gṛhj. Pariç.	1	0		pref_only	0	pwpref03.md:20	Pariçishṭa zu Âçv. Gṛhj. in der Bibl. ind.
Âçv. Çr.	Âçv. Çr.	1	0		pref_only	0	pwpref03.md:16	Âçvalâjana's Çrautasûtra in der Bibl. ind.
Çat. Br.	Çat. Br.	1	0		pref_only	0	pwpref03.md:132	Çatapathabrâhmaṇa, nach Weber's Index.
Çaṃk.	Çaṃk.	1	0		pref_only	0	pwpref03.md:116	Çaṃkaràḱârja als Commentator verschiedener Upanishad.
Çira-Up.	Çira-Up.	1	0		pref_only	0	pwpref03.md:146	Çiraupanishad in der Bibl. ind. (Geldner und Roth).
Çulbas.	Çulbas.	1	0		pref_only	0	pwpref03.md:154	Çulbasûtra in der Zeitschrift The Pandit IX. X und New Series I (Cappeller).
Çâṅkh. Gṛhj.	Çâṅkh. Gṛhj.	1	0		pref_only	0	pwpref03.md:124	Çâṅkhâjana's Gṛhjasûtra, herausg. von Oldenberg in Ind. St. 15.
Ǵaim.	Ǵaim.	1	0		pref_only	0	pwpref03.md:184	Ǵaimini's Mîmâṃsâdarçana in der Bibl. ind.
Ḱaurap.	Ḱaurap.	1	0		pref_only	0	pwpref04.md:100	Ḱaurapaṅḱâçikâ, Ausg. von Boulen.
Ḱhandom.	Ḱhandom.	1	0		pref_only	0	pwpref04.md:112	Ḱhandomanǵarî, herausg. von Brockhaus in Berichte über die Verhandlungen der Kön. Sächsischen Gesellschaft der Wissenschaften zu Leipzig. Phil.-hist. Kl. Bd. VI, 1854.
Childers	Childers	1	3	9582,427206,585077	low_count	0	pwpref03.md:140	Childers' Pali-Wörterbuch.
Halâj.	Halâj.	1	3	622578,622578,622578	low_count	0	pwpref04.md:20	Halâjudha's Wörterbuch, Ausg. von Aufrecht.
Kenop.	Kenop.	1	3	41316,41424,587710	low_count	0	pwpref04.md:110	Kenopanishad in der Bibl. ind.
Sarvopan.	Sarvopan.	1	3	89212,181758,515050	low_count	0	pwpref05.md:92	Sarvopanishatsâra in der Bibl. ind. (Geldner und Roth).
Çabdaḱ.	Çabdaḱ.	1	3	255656,255656,255656	low_count	0	pwpref03.md:112	Çabdaḱandrikâ, nach Goldstücker.
Çrîp.	Çrîp.	1	3	208144,243225,283671	low_count	0	pwpref03.md:152	Çrîpati.
Cat. C. Pr.	Cat. C. Pr.	1	2	9576,385206	low_count	0	pwpref03.md:134	A Catalogue of S. Mss. existing in the Central Provinces. Ed. by F. Kielhorn. Nagpur 1874 (Roth).
Gaṇit. Adhim.	Gaṇit. Adhim.	1	2	46301,283326	low_count	0	pwpref03.md:196	Gaṇita, Adhimâsanirṇaja (Kern).
Haug, Acc.	Haug, Acc.	1	2	54077,343515	low_count	0	pwpref04.md:34	Haug, Ueber das Wesen und den Werth des vedischen Accents. München 1874.
Kâṇḍ.	Kâṇḍ.	1	2	435,459754	low_count	0	pwpref04.md:76	Kâṇḍûpâkujâna in LA.
Sâras.	Sâras.	1	2	26193,82299	low_count	0	pwpref05.md:86	Sârasundarî, ein Commentar zu AK.
Wilson, Sel. W.	Wilson, Sel. W.	1	2	60455,584099	low_count	0	pwpref05.md:202	Select Works of H. H. Wilson.
Ânandag.	Ânandag.	1	2	15918,118499	low_count	0	pwpref03.md:36	Ânandagiri, Glossator zu Çaṃkaràḱârja's Comm. zu Bṛh. Âr. Up. in der Bibl. ind. (Kern).
Beitr. z. K. d. ig. Spr.	Beitr. z. K. d. ig. Spr.	1	1	74701	low_count	0	pwpref03.md:70	Beiträge zur Kunde der indogermanischen Sprachen.
Burn. Intr.	Burn. Intr.	1	1	569844	low_count	0	pwpref03.md:110	Burnouf, Introduction à l'histoire du Buddhisme indien.
Devatâdhy. Brâhm.	Devatâdhy. Brâhm.	1	1	71551	low_count	0	pwpref03.md:164	Daiv. Br.
Dhammap.	Dhammap.	1	1	69538	low_count	0	pwpref03.md:166	Dhammapada, Ausg. von Fausböll.
Harisv.	Harisv.	1	1	13645	low_count	0	pwpref04.md:26	Harisvâmin.
Hem. Pr. Gr. ed. Bomb.	Hem. Pr. Gr. ed. Bomb.	1	1	40983	low_count	0	pwpref04.md:40	Hemaḱandra's Prâkrit-Grammatik, Bombay (Stenzler).
Hit. ed. Johns.	Hit. ed. Johns.	1	1	27400	low_count	0	pwpref04.md:46	Hitopadeça, Ausg. von Johnson, London und Hertford 1847.
Jaim. Bhâr.	Jaim. Bhâr.	1	1	47659	low_count	0	pwpref03.md:186	Ǵaimini's Bhârata, nach Citaten in Ind. St.
Kâty. Dh.	Kâty. Dh.	1	1	73633	low_count	0	pwpref04.md:94	Kâtjâjana's Dharmaçâstra (Stenzler).
Kâty. Snânas.	Kâty. Snânas.	1	1	75295	low_count	0	pwpref04.md:96	Kâtjâjana's Snânasûtra (Stenzler).
M. K. S.	M. K. S.	1	1	31486	low_count	0	pwpref04.md:194	Mân. K. S.
Mâdh. Kâlan.	Mâdh. Kâlan.	1	1	73079	low_count	0	pwpref04.md:152	Mâdhava's Kâlanirnaja (Weber).
Mân. K. S.	Mân. K. S.	1	1	28745	low_count	0	pwpref04.md:174	Mânavakalpasûtra, nach Citaten bei Gold.
N. K.	N. K.	1	1	28745	low_count	0	pwpref04.md:222	Njâjakoça or Dictionary of the technical Terms of the Njâja Philosophy, by Bhîmâḱârja Jhalakîkar. Bombay 1875.
Nîl.	Nîl.	1	1	14364	low_count	0	pwpref04.md:208	A rational Refutation of the Hindu Phisosophical Systems, by Nehemiah Nîlakantha S'âstrî Gore. Translated etc. by Fitz-Edward Hall. Calcutta 1862.
Piṇḍop.	Piṇḍop.	1	1	49458	low_count	0	pwpref05.md:30	Piṇḍopanishad in der Bibl. ind. (Geldner und Roth).
Procc. A. S. B.	Procc. A. S. B.	1	1	31558	low_count	0	pwpref05.md:48	Proceedings of the Asiatic Society of Bengal.
SV. Âr.	SV. Âr.	1	1	35980	low_count	0	pwpref05.md:116	Âraṇjaka zum SV. (Roth).
Âtmopan.	Âtmopan.	1	1	40011	low_count	0	pwpref03.md:52	Âtmopanishad in der Bibl. ind. (Geldner und Roth).
M.	M.	1	68781	14,22,33	short_key	1	pwpref04.md:148	Mânavadharmaçâstra.
R.	R.	1	56864	23,25,29	short_key	1	pwpref05.md:52	Râmâjaṇa. Das 1ste und 2te Kâṇḍa nach der Ausg. von Schlegel, das 3—6te nach der von Gorresio, das 7te nach der Bomb. Ausg., wenn nicht ausdrücklich eine andere Ausgabe genannt ist. Eine eingeklammert
P.	P.	1	13706	5,89,344	short_key	1	pwpref05.md:14	Pâṇini.
H.	H.	1	13185	270,344,372	short_key	1	pwpref04.md:18	Hemaḱandra's Abhidhânaḱintâmani, Ausg. von Böhtlingk und Rieu.
Chr.	Chr.	1	7328	23,42,48		0	pwpref03.md:142	Böhtlingk's Sanskrit-Chrestomathie, 2te Aufl.
MBh.	MBh.	1	4710	418,418,418		0	pwpref04.md:184	Mahâbhârata, citirt nach Parvan, Adhjâja und Çloka der Bomb. Ausg. Die ältere Calcuttaer Ausg. mit zwei Zahlen wird nur dann angeführt, wenn sie eine abweichende Lesart bietet.
Spr.	Spr.	1	3272	85,285,337		0	pwpref05.md:100	Indische Sprüche, herausg. von O. Böhtlingk. 2te Aufl. Von 7614 an in Mélanges asiatiques, T. VIII, S. 217. fgg. Ebendaselbst S. 203. fgg. stehen die durch «zu Spr.» bezeichneten Varianten.
Çâṇḍ.	Çâṇḍ.	1	3259	1176,1176,1177		0	pwpref03.md:118	The Aphorisms of Sâṇḍilya in der Bibl. ind.
Çâk.	Çâk.	1	3190	273,275,275		0	pwpref03.md:114	Çâkuntala, Ausg. von Böhtlingk, wenn nicht ausdrücklich Pisch. (Pischel) oder Premaḱ. (Premaḱandra) hinzugefügt wird.
Âpast.	Âpast.	1	3078	14874,15592,16922		0	pwpref03.md:40	Âpastamba's Dharmasûtra, Ausg. von Bühler.
AV.	AV.	1	2084	556,625,653		0	pwpref03.md:54	Atharvaveda, Ausg. von Roth und Whitney (Roth).
Hemâdri	Hemâdri	1	1986	70426,71976,74083		0	pwpref04.md:36	Hemâdri's Ḱaturvargaḱintâmani in der Bibl. ind.
Ind. St.	Ind. St.	1	1942	34,288,338		0	pwpref04.md:54	Indische Studien von Weber.
ṚV.	ṚV.	1	1909	25,201,709		0	pwpref05.md:66	Ṛgveda (Roth).
Med.	Med.	1	1870	824,3446,5452		0	pwpref04.md:186	Medinîkoça.
Gal.	Gal.	1	1737	28,247,267		0	pwpref03.md:188	Galanos' Wörterbuch, Abschrift von Weber; vgl. Monatsbericht der Kön. Pr. Akad. der Wissensch. 1876, S. 801. fgg. (Cappeller).
Âpast. Śr.	Âpast. Śr.	1	1718	51581,88832,95370		0	pwpref03.md:42	Âpastamba's Çrautasûtra, Hdschr. (Garbe und Roth).
Bhâvapr.	Bhâvapr.	1	1697	4923,5084,5236		0	pwpref03.md:84	Bhâvapraḱâça, Calcutta 1875 und Hdschr. (Roth).
Kâd.	Kâd.	1	1658	5113,7247,8118		0	pwpref04.md:66	Kâdambarî, Calcutta Saṁvat 1919 (Kern).
VP.	VP.	1	1546	766,875,1595		0	pwpref05.md:188	Vishṇupurâṇa, ed. Bomb.
Maitr. S.	Maitr. S.	1	1507	3137,4301,4428		0	pwpref04.md:164	Maitrâjanî Saṁhitâ, zur Herausgabe vorbereitet von L. Schröder. Da die accentuirten Hdschrr. nicht gleich zu Anfang zur Hand waren, konnten einige Accente erst in den Nachträgen angegeben werden (Schr
AK.	AK.	1	1478	444,721,784		0	pwpref03.md:30	Amarakoça, Ausg. von Loiseleur Deslongchamps.
Bâlar.	Bâlar.	1	1247	3254,3254,3254		0	pwpref03.md:68	Bâlarâmâjaṇa, Benares 1869 (Kern).
Bhag.	Bhag.	1	1175	5,432,432		0	pwpref03.md:74	Bhagavadgîtâ, Ausg. von Schlegel.
Gaut.	Gaut.	1	1141	54,330,333		0	pwpref03.md:210	Gautama's Dharmaçâstra, Ausg. von Stenzler.
TS.	TS.	1	1126	57,205,254		0	pwpref05.md:132	Taittirîjasaṁhitâ (Roth und Weber).
Hariv.	Hariv.	1	1076	761,1077,2097		0	pwpref04.md:28	Harivaṁça. Mit einer Zahl die ältere Calc. Ausg. gemeint, mit drei Zahlen die neuere lithographirte.
Bhâg. P.	Bhâg. P.	1	1059	5,432,432		0	pwpref03.md:76	Bhâgavatapurâṇa. Die 9 ersten Skandha nach Burnouf's Ausgabe, wenn nicht ausdrücklich ed. Bomb. hinzugefügt wird; die letzten Skandha nach der ed. Bomb. In Klammern eingeschlossene Zahlen verweisen au
Kathâs.	Kathâs.	1	827	1526,3686,6926		0	pwpref04.md:90	Kathâsaritsâgara, Ausg. von Brockhaus.
S. S. S.	S. S. S.	1	762	25797,26628,27339		0	pwpref05.md:102	Saṁgîtasârasaṁgraha, Calcutta 1932 (Cappeller).
Lalit.	Lalit.	1	620	987,4245,5851		0	pwpref04.md:138	Lalitavistarapurâna in der Bibl. ind. (Kern).
VP.²	VP.²	1	594	44228,44235,44471		0	pwpref05.md:190	2te Auflage von Wilson's Uebersetzung des Vishṇupurâṇa, herausgegeben von Hall.
Varâh. Bṛh.	Varâh. Bṛh.	1	583	2120,2367,6050		0	pwpref05.md:158	Varâhamihira's Bṛhaǵǵâtaka (Kern).
Nigh. Pr.	Nigh. Pr.	1	577	3491,3573,3579		0	pwpref04.md:206	Nighantuprakâça (Roth).
Ḱaraka	Ḱaraka	1	571	497,497,498		0	pwpref04.md:84	Ḱarakasaṁhitâ, Calcutta 1929 und 1877 und Hdschrr. im Besitz von Roth (Kern und Roth).
Nâr.	Nâr.	1	529	4147,10191,14097		0	pwpref04.md:204	Nârada's Dharmaçâstra (Jolly).
Sâj.	Sâj.	1	529	2497,2497,2498		0	pwpref05.md:74	Sâjaṇa.
Sâv.	Sâv.	1	528	17200,92232,96478		0	pwpref05.md:94	Sâvitrî, herausg. von Bopp.
Vâsav.	Vâsav.	1	525	92232,96478,100920		0	pwpref05.md:170	Vâsavadattâ in der Bibl. ind.
Tâṇḍya-Br.	Tâṇḍya-Br.	1	520	25,1736,3248		0	pwpref05.md:122	Tâṇḍjabrâhmaṇa in der Bibl. ind. Im grossen Wörterbuch als Pañḱav. Br. citirt.
Bâdar.	Bâdar.	1	518	17132,18052,18992		0	pwpref03.md:64	Bâdarâjaṇa's Brahmasûtra in der Bibl. ind.
Vaitân.	Vaitân.	1	479	2460,4443,8171		0	pwpref05.md:148	Vaitânasûtra, Ausg. von Garbe.
Kâlaḱ.	Kâlaḱ.	1	450	3307,3307,3308		0	pwpref04.md:70	Kâlaḱakra, Hdschr. (Schiefner).
SV.	SV.	1	441	1697,1697,3270		0	pwpref05.md:114	Sâmaveda (Roth).
Gobh.	Gobh.	1	430	1818,7612,8159		0	pwpref03.md:214	Gobhila's Gṛhjasûtra in der Bibl. ind. (Roth).
Mat. med.	Mat. med.	1	429	23854,28497,29714		0	pwpref04.md:180	The Materia medica of the Hindus compiled from Sanskr. medical works by Udoy Chand Dutt Civil Medicinal Officer. With a Glossary of Indian Plants by Ge. King Superint. R. Bot. Garden Calc. and the aut
Kâç.	Kâç.	1	419	6707,61854,90048		0	pwpref04.md:64	Kâçikâ Vṛtti in der Zeitschrift The Pandit VII. fgg.
Prasannar.	Prasannar.	1	417	4147,10191,14097		0	pwpref05.md:42	Ǵajadeva's Prasannarâghava (Kern).
Varâh. Bṛh. S.	Varâh. Bṛh. S.	1	405	2120,2367,6521		0	pwpref05.md:160	Varâhamihira's Bṛhatsaṁhitâ (Kern).
Bühler, Rep.	Bühler, Rep.	1	397	90602,92750,98851		0	pwpref03.md:106	Detailed Report of a Tour in search of Sanskrit Mss. made in Kâsmir, Rajputana, and Central India. By G. Bühler. Bombay 1877.
Bhaṭṭ.	Bhaṭṭ.	1	396	22847,23929,24199		0	pwpref03.md:82	Bhaṭṭikâvja, Calcutta 1828.
Vâmana	Vâmana	1	381	1222,7094,10451		0	pwpref05.md:154	Vâmana's Kâvjâlaṁkâravṛtti, Ausg. von Cappeller.
Nîlak.	Nîlak.	1	377	15809,24821,33837		0	pwpref04.md:212	Nîlakaṇṭha, Commentator des MBh.
TBr.	TBr.	1	375	1605,2996,3700		0	pwpref05.md:128	Taittirîja Brâhmaṇa (Roth).
